0, 0.292704, 0.000929118, 0.442, 0, 2.18, 8.28
1, 0.266905, 0.000973409, 0.54, 0, 2.18, 8.28
2, 0.25, 0.013926, 0.54, 1.138, 2.18, 8.28
3, 0.250331, 0.00635314, 0.54, 1.36, 2.18, 8.28
4, 0.25, 0.00728639, 0.38, 0, 2.18, 8.28
5, -nan, 0.000388278, 0, 0, 2.18, 8.28
6, -nan, 0.000341533, 0, 0, 2.18, 8.28
7, 0.25, 1.11377, 0, 0, 2.18, 8.28
