0, 0.32277, 0.00297386, 0.104, 0, 2.54, 12.28
1, 0.279294, 0.0034253, 0.12, 0, 2.54, 12.28
2, 0.25, 0.0498973, 0.12, 1.546, 2.54, 12.28
3, 0.250028, 0.0262414, 0.12, 1.81, 2.54, 12.28
4, 0.25, 0.042931, 0.1, 0, 2.54, 12.28
5, -nan, 0.000435506, 0, 0, 2.54, 12.28
6, -nan, 0.000329137, 0, 0, 2.54, 12.28
7, 0.25, 3.01608, 0, 0, 2.54, 12.28
