0, 0.318081, 0.00301925, 3.584, 0, 1.8, 5.6
1, 0.26034, 0.00342932, 4.46, 0, 1.8, 5.6
2, 0.25, 0.0263781, 4.46, 0.764, 1.8, 5.6
3, 0.250398, 0.0132698, 4.46, 0.326, 1.8, 5.6
4, 0.25, 0.0296823, 3.68, 0, 1.8, 5.6
5, -nan, 0.00135543, 0, 0, 1.8, 5.6
6, -nan, 0.00104329, 0, 0, 1.8, 5.6
7, 0.25, 8.10445, 0, 0, 1.8, 5.6
